index,acc_max,agv_max,agv_min,f6,f7,f8,fall,fcount,gyro_max,kurt_acc,kurt_gyro,lin_max,skew_acc,skew_gyro,ADL
0,27.27925939877009,0.5643709352653328,-0.3415243018933752,1.0,8.633075007538938,3.0887952921639923,1.0,3.0,3.1389244060966166,55.65505482131477,0.3045653021092081,8.694916366274686,6.27749990694485,1.1985862563582708,Fall
1,22.527696910866307,0.3689453124259181,-0.3451658869447394,1.0,1.9889036465776768,0.2605944080453195,1.0,2.0,3.471930010186917,23.190042583055178,-0.9947914583939697,5.65297317363108,3.3070747569631265,0.4948122829257859,Fall
2,23.50327060829544,0.3267719899011193,-0.3684448501232791,1.0,2.926860661019544,1.283710995935469,1.0,2.0,3.6546294280184455,26.74300464230792,-0.9877616627829062,6.3883896978125865,3.9638578811269527,0.43918283804948816,Fall
3,25.672324973077608,0.5219833755018379,-0.3783911755254628,1.0,0.7405228562756188,-1.5807160146816477,1.0,9.0,5.396142774602182,11.597341945571628,1.1828261775381508,7.363199650670789,2.6305250147830943,1.2582607173539866,Fall
4,23.84490811107561,0.6897633375888916,-0.8357509368244053,1.0,8.436330510279031,7.265416935754062,1.0,7.0,7.335693651888626,11.714396245892999,2.0682849599380617,8.510892174410227,2.3124719253747243,1.5999801780404372,Fall
5,28.05192498913333,0.4719432549168371,-0.3122713399775273,1.0,1.4710581313625308,1.8450885143892088,1.0,9.0,4.801125254645876,15.224250046796715,0.8803898932342413,8.907954668117197,2.891400027252917,1.3766393839612214,Fall
6,30.67008196367189,1.3621063729651768,-0.6662621024482807,1.0,11.984241714797387,3.770943447916191,1.0,5.0,3.8048918413097113,40.14758939354522,1.5752555866200728,12.062148087507634,5.048593130080595,1.5671225710754573,Fall
7,19.643071544171953,0.17658124232663142,-0.38028521001004256,1.0,4.747552245090745,2.078048719621855,1.0,3.0,2.1210268980902507,16.937759944730587,1.5627200396001628,4.851942249140984,2.607866970454762,1.492226817266764,Fall
8,30.35137085159093,3.3643622490596496,-3.5542348658680027,1.0,13.721548919873593,6.991387494545834,1.0,7.0,7.1680416551162125,20.31391282179374,3.8125027828770586,14.06535708101247,3.3293126582299064,1.9639457289874085,Fall
9,27.94371774578341,0.7107245867410517,-1.036174901220428,1.0,9.095164990974672,5.157050257493738,1.0,9.0,6.2208580992460325,13.4079280042337,0.8036753381592407,11.522632109003832,2.724235870247236,1.230755191750969,Fall
10,25.7558689761136,1.5551206700601599,-1.7778022440115526,1.0,7.906911462432138,4.3042595118549976,1.0,7.0,6.2331655843322284,10.393043595487566,2.18723112453666,11.781157975607481,2.198601023566499,1.4597594347317155,Fall
11,25.075971245799536,0.6063527979996499,-0.533724393272374,1.0,5.2759207902235286,4.318491198353855,1.0,7.0,5.193053409244115,19.925218092936877,2.8219797990708124,7.802071576070991,3.014559352962786,1.6625243034734545,Fall
12,28.754586863977746,0.7029380866271814,-0.4423898204465397,1.0,8.915433132581962,6.937758019706807,1.0,7.0,7.123325118964801,35.7803476474254,7.716471843863172,9.205881691302864,4.755213424602982,2.3109255336122025,Fall
13,25.5809447114333,1.0707266958411328,-0.4997707118661621,1.0,11.893064188273875,5.245067091163087,1.0,5.0,5.47825225258404,24.13510718197381,4.112932424384258,12.167520469697106,3.5239117533670283,1.89465064519722,Fall
14,25.255472623763264,0.5096510803899164,-0.7778317859016527,1.0,7.938654502170558,3.9845729015402553,1.0,3.0,4.354105221569205,38.26557557133323,3.5402850930268297,8.323265609369061,5.135320337649646,1.8828954294502616,Fall
15,25.407716368026037,0.3767371466693805,-0.3156209601719737,1.0,6.2275515128364685,3.0964309848632015,1.0,6.0,3.3569150521725577,23.100431316180433,2.787666895787848,6.529728527287828,3.8854433062736913,1.8415697143695475,Fall
16,26.26827713658733,0.613473105995838,-0.7470825958501713,1.0,8.689132645018956,2.5368658866949563,1.0,3.0,3.2865180924273774,39.503243135737826,1.0173806697717866,9.335176629171775,5.0835585862833135,1.3707200420465668,Fall
17,29.95394294005188,0.9656909272323776,-0.1989265575892165,1.0,6.577134531431027,2.4287175561400858,1.0,7.0,4.785789968318438,23.64356990845967,0.09789988912314353,11.848488485327357,3.64863829718842,1.065199617268343,Fall
18,25.78412231356513,0.6040812602311606,-0.7799072724515995,1.0,9.97679432934239,5.170486018784625,1.0,10.0,5.269067443269093,21.85077912345811,0.5232703928741644,10.189438534178516,3.9825806975841394,1.215689880910325,Fall
